,Checking Status,Duration,Credit History,Purpose,Credit Amount,Saving Status,Employment,Installment Commitment,Other Parties,Residence Since,Property Magnitude,Age,Other Payment Plans,Housing,Existing Credits,Job,Num Dependents,Own Telephone,Foreign Worker,Gender,Marriage
612,0,21,existing paid,radio/tv,3357,1500,0,4,none,2,car,29,bank,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
613,0,24,all paid,used car,3632,100,4,1,guarantor,4,car,22,bank,rent,1,skilled,1,No telephone,Not foreign,female,div/dep/mar
614,0,18,delayed previously,furniture/equipment,1808,100,7,4,none,1,real estate,22,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
615,200,48,no credits/all paid,business,12204,0,4,2,none,2,car,48,bank,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
616,200,60,delayed previously,radio/tv,9157,0,4,2,none,2,no known property,27,none,for free,1,high qualif/self emp/mgmt,1,No telephone,Foreign,male,single
617,0,6,critical/other existing credit,new car,3676,100,4,1,none,3,real estate,37,none,rent,3,skilled,2,No telephone,Foreign,male,single
618,200,30,existing paid,furniture/equipment,3441,500,4,2,co applicant,4,car,21,none,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
619,0,12,existing paid,new car,640,100,4,4,none,2,real estate,49,none,own,1,unskilled resident,1,No telephone,Foreign,male,div/sep
620,200,21,critical/other existing credit,business,3652,100,7,2,none,3,life insurance,27,none,own,2,skilled,1,No telephone,Foreign,male,single
621,0,18,critical/other existing credit,new car,1530,100,4,3,none,2,life insurance,32,bank,own,2,skilled,1,No telephone,Foreign,male,single
622,0,48,existing paid,business,3914,0,4,4,none,2,real estate,38,bank,own,1,skilled,1,No telephone,Foreign,male,div/sep
623,0,12,existing paid,furniture/equipment,1858,100,0,4,none,1,car,22,none,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
624,0,18,existing paid,radio/tv,2600,100,4,4,none,4,no known property,65,none,for free,2,skilled,1,No telephone,Foreign,male,single
625,0,15,existing paid,radio/tv,1979,0,10,4,none,2,car,35,none,own,1,skilled,1,No telephone,Foreign,male,single
626,1000,6,existing paid,furniture/equipment,2116,100,4,2,none,2,real estate,41,none,own,1,skilled,1,Having telephone,Foreign,male,single
627,200,9,all paid,new car,1437,500,7,2,none,3,no known property,29,none,own,1,skilled,1,No telephone,Foreign,male,single
628,0,42,critical/other existing credit,furniture/equipment,4042,1000,4,4,none,4,real estate,36,none,own,2,skilled,1,Having telephone,Foreign,male,single
629,0,9,existing paid,education,3832,0,10,1,none,4,real estate,64,none,own,1,unskilled resident,1,No telephone,Foreign,male,single
630,0,24,existing paid,radio/tv,3660,100,4,2,none,4,car,28,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
631,0,18,all paid,furniture/equipment,1553,100,4,4,none,3,car,44,bank,own,1,skilled,1,No telephone,Foreign,male,single
632,200,15,existing paid,radio/tv,1444,0,0,4,none,1,life insurance,23,none,own,1,skilled,1,No telephone,Foreign,male,single
633,0,9,existing paid,furniture/equipment,1980,100,0,2,co applicant,2,car,19,none,rent,2,skilled,1,No telephone,Foreign,female,div/dep/mar
634,200,24,existing paid,new car,1355,100,0,3,none,4,car,25,none,own,1,unskilled resident,1,Having telephone,Foreign,female,div/dep/mar
635,0,12,existing paid,education,1393,100,10,4,none,4,life insurance,47,bank,own,3,skilled,2,Having telephone,Foreign,male,single
636,0,24,existing paid,radio/tv,1376,1000,7,4,none,1,car,28,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
637,0,60,delayed previously,radio/tv,15653,100,7,2,none,4,car,21,none,own,2,skilled,1,Having telephone,Foreign,male,single
638,0,12,existing paid,radio/tv,1493,100,0,4,none,3,car,34,none,own,1,skilled,2,No telephone,Foreign,female,div/dep/mar
639,0,42,delayed previously,radio/tv,4370,100,7,3,none,2,life insurance,26,bank,own,2,skilled,2,Having telephone,Foreign,male,single
640,0,18,existing paid,education,750,100,unemployed,4,none,1,real estate,27,none,own,1,unemp/unskilled non res,1,No telephone,Foreign,female,div/dep/mar
641,200,15,existing paid,repairs,1308,100,10,4,none,4,car,38,none,own,2,unskilled resident,1,No telephone,Foreign,male,single
642,0,15,existing paid,education,4623,500,4,3,none,2,life insurance,40,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
643,0,24,critical/other existing credit,radio/tv,1851,100,7,4,guarantor,2,car,33,none,own,2,skilled,1,Having telephone,Foreign,male,mar/wid
644,0,18,critical/other existing credit,radio/tv,1880,100,7,4,none,1,life insurance,32,none,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,mar/wid
645,0,36,delayed previously,business,7980,0,0,4,none,4,car,27,none,rent,2,skilled,1,Having telephone,Foreign,male,single
646,0,30,no credits/all paid,furniture/equipment,4583,100,4,2,guarantor,2,real estate,32,none,own,2,skilled,1,No telephone,Foreign,male,div/sep
647,0,12,existing paid,new car,1386,1000,4,2,none,2,life insurance,26,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
648,1000,24,existing paid,new car,947,100,7,4,none,3,no known property,38,bank,for free,1,skilled,2,No telephone,Foreign,male,single
649,0,12,existing paid,education,684,100,4,4,none,4,car,40,none,rent,1,unskilled resident,2,No telephone,Foreign,male,single
650,0,48,existing paid,education,7476,100,7,4,none,1,no known property,50,none,for free,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
651,200,12,existing paid,furniture/equipment,1922,100,4,4,none,2,life insurance,37,none,own,1,unskilled resident,1,No telephone,Foreign,male,single
652,0,24,existing paid,new car,2303,100,10,4,co applicant,1,real estate,45,none,own,1,skilled,1,No telephone,Foreign,male,single
653,200,36,delayed previously,new car,8086,500,10,2,none,4,car,42,none,own,4,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
654,0,24,critical/other existing credit,used car,2346,100,7,4,none,3,car,35,none,own,2,skilled,1,Having telephone,Foreign,male,single
655,0,14,existing paid,new car,3973,100,unemployed,1,none,4,no known property,22,none,for free,1,skilled,1,No telephone,Foreign,male,single
656,200,12,existing paid,new car,888,100,10,4,none,4,car,41,bank,own,1,unskilled resident,2,No telephone,Foreign,male,single
657,0,48,existing paid,radio/tv,10222,0,7,4,none,3,car,37,stores,own,1,skilled,1,Having telephone,Foreign,male,single
658,200,30,no credits/all paid,business,4221,100,4,2,none,1,car,28,none,own,2,skilled,1,No telephone,Foreign,female,div/dep/mar
659,200,18,critical/other existing credit,furniture/equipment,6361,100,10,2,none,1,no known property,41,none,own,1,skilled,1,Having telephone,Foreign,male,single
660,1000,12,existing paid,radio/tv,1297,100,4,3,none,4,real estate,23,none,rent,1,skilled,1,No telephone,Foreign,male,mar/wid
661,0,12,existing paid,new car,900,0,4,4,none,2,car,23,none,own,1,skilled,1,No telephone,Foreign,male,mar/wid
662,0,21,existing paid,furniture/equipment,2241,100,10,4,none,2,real estate,50,none,own,2,skilled,1,No telephone,Foreign,male,single
663,200,6,delayed previously,furniture/equipment,1050,100,unemployed,4,none,1,life insurance,35,stores,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
664,1000,6,critical/other existing credit,education,1047,100,4,2,none,4,life insurance,50,none,own,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
665,0,24,critical/other existing credit,other,6314,100,unemployed,4,co applicant,2,no known property,27,bank,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
666,200,30,all paid,furniture/equipment,3496,1500,4,4,none,2,car,34,stores,own,1,skilled,2,Having telephone,Foreign,male,single
667,0,48,all paid,business,3609,100,4,1,none,1,real estate,27,stores,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
668,0,12,critical/other existing credit,new car,4843,100,10,3,co applicant,4,life insurance,43,none,rent,2,skilled,1,Having telephone,Foreign,male,single
669,1000,30,critical/other existing credit,radio/tv,3017,100,10,4,none,4,life insurance,47,none,own,1,skilled,1,No telephone,Foreign,male,single
670,0,24,critical/other existing credit,business,4139,500,4,3,none,3,life insurance,27,none,own,2,unskilled resident,1,Having telephone,Foreign,male,single
671,0,36,existing paid,business,5742,500,7,2,none,2,car,31,none,own,2,skilled,1,Having telephone,Foreign,male,single
672,0,60,existing paid,new car,10366,100,10,2,none,4,life insurance,42,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
673,0,6,critical/other existing credit,new car,2080,1000,4,1,none,2,car,24,none,own,1,skilled,1,No telephone,Foreign,male,mar/wid
674,0,21,delayed previously,business,2580,1000,0,4,none,2,real estate,41,bank,own,1,unskilled resident,2,No telephone,Foreign,male,single
675,0,30,critical/other existing credit,radio/tv,4530,100,7,4,none,4,car,26,none,rent,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,female,div/dep/mar
676,0,24,critical/other existing credit,furniture/equipment,5150,100,10,4,none,4,car,33,none,own,1,skilled,1,Having telephone,Foreign,male,single
677,200,72,existing paid,radio/tv,5595,500,4,2,none,2,car,24,none,own,1,skilled,1,No telephone,Foreign,male,mar/wid
678,0,24,existing paid,radio/tv,2384,100,10,4,none,4,real estate,64,bank,rent,1,unskilled resident,1,No telephone,Foreign,male,single
679,0,18,existing paid,radio/tv,1453,100,0,3,none,1,real estate,26,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
680,0,6,existing paid,education,1538,100,0,1,none,2,no known property,56,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
681,0,12,existing paid,radio/tv,2279,0,4,4,none,4,no known property,37,none,for free,1,skilled,1,Having telephone,Foreign,male,single
682,0,15,delayed previously,radio/tv,1478,100,4,4,none,3,real estate,33,bank,own,2,skilled,1,No telephone,Foreign,male,mar/wid
683,0,24,critical/other existing credit,radio/tv,5103,100,0,3,none,3,no known property,47,none,for free,3,skilled,1,Having telephone,Foreign,male,mar/wid
684,200,36,delayed previously,business,9857,500,7,1,none,3,life insurance,31,none,own,2,unskilled resident,2,Having telephone,Foreign,male,single
685,0,60,existing paid,new car,6527,0,4,4,none,4,no known property,34,none,for free,1,skilled,2,Having telephone,Foreign,male,single
686,1000,10,critical/other existing credit,radio/tv,1347,0,7,4,none,2,life insurance,27,none,own,2,skilled,1,Having telephone,Foreign,male,single
687,200,36,delayed previously,new car,2862,500,10,4,none,3,no known property,30,none,for free,1,skilled,1,No telephone,Foreign,male,single
688,0,9,existing paid,radio/tv,2753,500,10,3,co applicant,4,car,35,none,own,1,skilled,1,Having telephone,Foreign,male,single
689,0,12,existing paid,new car,3651,1500,4,1,none,3,life insurance,31,none,own,1,skilled,2,No telephone,Foreign,male,single
690,0,15,critical/other existing credit,furniture/equipment,975,100,4,2,none,3,life insurance,25,none,own,2,skilled,1,No telephone,Foreign,male,div/sep
691,200,15,existing paid,repairs,2631,500,4,3,none,2,real estate,25,none,own,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
692,200,24,existing paid,radio/tv,2896,500,0,2,none,1,car,29,none,own,1,skilled,1,No telephone,Foreign,male,single
693,0,6,critical/other existing credit,new car,4716,0,0,1,none,3,real estate,44,none,own,2,unskilled resident,2,No telephone,Foreign,male,single
694,0,24,existing paid,radio/tv,2284,100,7,4,none,2,car,28,none,own,1,skilled,1,Having telephone,Foreign,male,single
695,0,6,existing paid,used car,1236,1000,4,2,none,4,life insurance,50,none,rent,1,skilled,1,No telephone,Foreign,male,single
696,200,12,existing paid,radio/tv,1103,100,7,4,guarantor,3,real estate,29,none,own,2,skilled,1,No telephone,Not foreign,male,single
697,0,12,critical/other existing credit,new car,926,100,unemployed,1,none,2,life insurance,38,none,own,1,unemp/unskilled non res,1,No telephone,Foreign,female,div/dep/mar
698,0,18,critical/other existing credit,radio/tv,1800,100,4,4,none,2,car,24,none,own,2,skilled,1,No telephone,Foreign,male,single
699,1000,15,existing paid,education,1905,100,10,4,none,4,car,40,none,rent,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
700,0,12,existing paid,furniture/equipment,1123,1000,4,4,none,4,car,29,none,rent,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
701,0,48,critical/other existing credit,used car,6331,100,10,4,none,4,no known property,46,none,for free,2,skilled,1,Having telephone,Foreign,male,single
702,1000,24,existing paid,radio/tv,1377,500,10,4,none,2,no known property,47,none,for free,1,skilled,1,Having telephone,Foreign,female,div/dep/mar
703,200,30,delayed previously,business,2503,500,10,4,none,2,life insurance,41,stores,own,2,skilled,1,No telephone,Foreign,male,single
704,200,27,existing paid,business,2528,100,0,4,none,1,life insurance,32,none,own,1,skilled,2,Having telephone,Foreign,female,div/dep/mar
705,0,15,existing paid,new car,5324,1000,10,1,none,4,no known property,35,none,for free,1,skilled,1,No telephone,Foreign,female,div/dep/mar
706,200,48,existing paid,new car,6560,500,7,3,none,2,life insurance,24,none,own,1,skilled,1,No telephone,Foreign,male,single
707,200,12,no credits/all paid,furniture/equipment,2969,100,0,4,none,3,life insurance,25,none,rent,2,skilled,1,No telephone,Foreign,female,div/dep/mar
708,200,9,existing paid,radio/tv,1206,100,10,4,none,4,real estate,25,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
709,200,9,existing paid,radio/tv,2118,100,4,2,none,2,real estate,37,none,own,1,unskilled resident,2,No telephone,Foreign,male,single
710,0,18,critical/other existing credit,radio/tv,629,1000,10,4,none,3,life insurance,32,bank,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
711,0,6,all paid,education,1198,100,10,4,none,4,no known property,35,none,for free,1,skilled,1,No telephone,Foreign,female,div/dep/mar
712,0,21,existing paid,used car,2476,0,10,4,none,4,real estate,46,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
713,0,9,critical/other existing credit,radio/tv,1138,100,4,4,none,4,real estate,25,none,own,2,unskilled resident,1,No telephone,Foreign,male,single
714,200,60,existing paid,new car,14027,100,7,4,none,2,no known property,27,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
715,0,30,critical/other existing credit,used car,7596,0,10,1,none,4,car,63,none,own,2,skilled,1,No telephone,Foreign,male,single
716,0,30,critical/other existing credit,radio/tv,3077,0,10,3,none,2,car,40,none,own,2,skilled,2,Having telephone,Foreign,male,single
717,0,18,existing paid,radio/tv,1505,100,4,4,none,2,no known property,32,none,for free,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
718,1000,24,critical/other existing credit,radio/tv,3148,0,4,3,none,2,car,31,none,own,2,skilled,1,Having telephone,Foreign,male,single
719,200,20,no credits/all paid,used car,6148,500,10,3,none,4,car,31,bank,own,2,skilled,1,Having telephone,Foreign,male,mar/wid
720,1000,9,no credits/all paid,radio/tv,1337,100,0,4,none,2,car,34,none,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
721,200,6,all paid,education,433,1500,0,4,none,2,life insurance,24,bank,rent,1,skilled,2,No telephone,Foreign,female,div/dep/mar
722,0,12,existing paid,new car,1228,100,4,4,none,2,real estate,24,none,own,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
723,200,9,existing paid,radio/tv,790,1000,4,4,none,3,real estate,66,none,own,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
724,0,27,existing paid,new car,2570,100,4,3,none,3,real estate,21,none,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
725,0,6,critical/other existing credit,new car,250,1500,4,2,none,2,real estate,41,bank,own,2,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
726,0,15,critical/other existing credit,radio/tv,1316,1000,4,2,none,2,life insurance,47,none,own,2,unskilled resident,1,No telephone,Foreign,male,mar/wid
727,0,18,existing paid,radio/tv,1882,100,4,4,none,4,car,25,bank,rent,2,skilled,1,No telephone,Foreign,female,div/dep/mar
728,200,48,all paid,business,6416,100,10,4,none,3,no known property,59,none,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
729,1000,24,critical/other existing credit,business,1275,1500,4,2,none,4,real estate,36,none,own,2,skilled,1,Having telephone,Foreign,male,div/sep
730,200,24,delayed previously,radio/tv,6403,100,0,1,none,2,car,33,none,own,1,skilled,1,No telephone,Foreign,male,single
731,0,24,existing paid,radio/tv,1987,100,4,2,none,4,real estate,21,none,rent,1,unskilled resident,2,No telephone,Foreign,male,single
732,200,8,existing paid,radio/tv,760,100,7,4,guarantor,2,real estate,44,none,own,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
733,0,24,existing paid,used car,2603,1500,4,2,none,4,car,28,none,rent,1,skilled,1,Having telephone,Foreign,female,div/dep/mar
734,0,4,critical/other existing credit,new car,3380,100,7,1,none,1,real estate,37,none,own,1,skilled,2,No telephone,Foreign,female,div/dep/mar
735,200,36,all paid,domestic appliance,3990,0,0,3,none,2,no known property,29,bank,own,1,unemp/unskilled non res,1,No telephone,Foreign,female,div/dep/mar
736,200,24,existing paid,used car,11560,100,4,1,none,4,car,23,none,rent,2,high qualif/self emp/mgmt,1,No telephone,Foreign,female,div/dep/mar
737,0,18,existing paid,new car,4380,500,4,3,none,4,car,35,none,own,1,unskilled resident,2,Having telephone,Foreign,male,single
738,0,6,critical/other existing credit,new car,6761,100,7,1,none,3,no known property,45,none,own,2,high qualif/self emp/mgmt,2,Having telephone,Foreign,male,single
739,200,30,no credits/all paid,business,4280,500,4,4,none,4,car,26,none,rent,2,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
740,0,24,all paid,new car,2325,500,7,2,none,3,car,32,bank,own,1,skilled,1,No telephone,Foreign,male,single
741,200,10,all paid,radio/tv,1048,100,4,4,none,4,real estate,23,stores,own,1,unskilled resident,1,No telephone,Foreign,male,single
742,0,21,existing paid,radio/tv,3160,0,10,4,none,3,life insurance,41,none,own,1,skilled,1,Having telephone,Foreign,male,single
743,0,24,all paid,furniture/equipment,2483,1000,4,4,none,4,real estate,22,stores,own,1,skilled,1,Having telephone,Foreign,male,single
744,0,39,critical/other existing credit,furniture/equipment,14179,0,7,4,none,4,life insurance,30,none,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
745,0,13,critical/other existing credit,business,1797,100,0,3,none,1,life insurance,28,bank,own,2,unskilled resident,1,No telephone,Foreign,male,single
746,0,15,existing paid,new car,2511,100,unemployed,1,none,4,car,23,none,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
747,0,12,existing paid,new car,1274,100,0,3,none,1,real estate,37,none,own,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
748,0,21,existing paid,used car,5248,0,4,1,none,3,car,26,none,own,1,skilled,1,No telephone,Foreign,male,single
749,0,15,existing paid,used car,3029,100,7,2,none,2,car,33,none,own,1,skilled,1,No telephone,Foreign,male,single
750,0,6,existing paid,furniture/equipment,428,100,10,2,none,1,life insurance,49,bank,own,1,skilled,1,Having telephone,Foreign,female,div/dep/mar
751,0,18,existing paid,new car,976,100,0,1,none,2,car,23,none,own,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
752,200,12,existing paid,business,841,500,7,2,none,4,real estate,23,none,rent,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
753,0,30,critical/other existing credit,radio/tv,5771,100,7,4,none,2,car,25,none,own,2,skilled,1,No telephone,Foreign,female,div/dep/mar
754,0,12,delayed previously,repairs,1555,1500,10,4,none,4,no known property,55,none,for free,2,skilled,2,No telephone,Foreign,male,single
755,0,24,existing paid,new car,1285,0,7,4,none,4,no known property,32,none,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
756,1000,6,critical/other existing credit,new car,1299,100,4,1,none,1,real estate,74,none,own,3,unemp/unskilled non res,2,No telephone,Not foreign,male,single
757,1000,15,critical/other existing credit,radio/tv,1271,0,4,3,none,4,no known property,39,none,for free,2,skilled,1,Having telephone,Foreign,male,single
758,0,24,existing paid,new car,1393,100,4,2,guarantor,2,real estate,31,none,own,1,skilled,1,Having telephone,Foreign,male,single
759,0,12,critical/other existing credit,new car,691,100,10,4,none,3,life insurance,35,none,own,2,skilled,1,No telephone,Foreign,male,single
760,0,15,critical/other existing credit,new car,5045,0,10,1,none,4,car,59,none,own,1,skilled,1,Having telephone,Foreign,female,div/dep/mar
761,0,18,critical/other existing credit,furniture/equipment,2124,100,4,4,none,4,real estate,24,none,rent,2,skilled,1,No telephone,Foreign,female,div/dep/mar
762,0,12,existing paid,radio/tv,2214,100,4,4,none,3,life insurance,24,none,own,1,unskilled resident,1,No telephone,Foreign,male,single
763,0,21,critical/other existing credit,new car,12680,0,10,4,none,4,no known property,30,none,for free,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
764,0,24,critical/other existing credit,new car,2463,500,7,4,none,3,life insurance,27,none,own,2,skilled,1,Having telephone,Foreign,male,mar/wid
765,200,12,existing paid,radio/tv,1155,100,10,3,guarantor,3,real estate,40,bank,own,2,unskilled resident,1,No telephone,Foreign,male,mar/wid
766,0,30,existing paid,furniture/equipment,3108,100,0,2,none,4,life insurance,31,none,own,1,unskilled resident,1,No telephone,Foreign,male,div/sep
767,0,10,existing paid,used car,2901,0,0,1,none,4,real estate,31,none,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
768,200,12,critical/other existing credit,furniture/equipment,3617,100,10,1,none,4,car,28,none,rent,3,skilled,1,Having telephone,Foreign,male,single
769,0,12,critical/other existing credit,radio/tv,1655,100,10,2,none,4,real estate,63,none,own,2,unskilled resident,1,Having telephone,Foreign,male,single
770,0,24,existing paid,used car,2812,0,10,2,none,4,real estate,26,none,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
771,0,36,critical/other existing credit,education,8065,100,4,3,none,2,no known property,25,none,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign,female,div/dep/mar
772,0,21,critical/other existing credit,used car,3275,100,10,1,none,4,car,36,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
773,0,24,critical/other existing credit,radio/tv,2223,500,10,4,none,4,life insurance,52,bank,own,2,skilled,1,No telephone,Foreign,male,single
774,1000,12,critical/other existing credit,new car,1480,1000,unemployed,2,none,4,no known property,66,bank,for free,3,unemp/unskilled non res,1,No telephone,Foreign,male,single
775,0,24,existing paid,new car,1371,0,4,4,none,4,real estate,25,none,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
776,0,36,critical/other existing credit,new car,3535,100,7,4,none,4,car,37,none,own,2,skilled,1,Having telephone,Foreign,male,single
777,0,18,existing paid,radio/tv,3509,100,7,4,guarantor,1,real estate,25,none,own,1,skilled,1,No telephone,Foreign,female,div/dep/mar
778,0,36,critical/other existing credit,used car,5711,1500,10,4,none,2,car,38,none,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
779,200,18,existing paid,repairs,3872,100,unemployed,2,none,4,car,67,none,own,1,skilled,1,Having telephone,Foreign,female,div/dep/mar
780,200,39,critical/other existing credit,radio/tv,4933,100,7,2,guarantor,2,real estate,25,none,own,2,skilled,1,No telephone,Foreign,male,single
781,0,24,critical/other existing credit,new car,1940,1500,10,4,none,4,real estate,60,none,own,1,skilled,1,Having telephone,Foreign,male,single
782,200,12,no credits/all paid,retraining,1410,100,4,2,none,2,real estate,31,none,own,1,unskilled resident,1,Having telephone,Foreign,male,single
783,200,12,existing paid,new car,836,500,0,4,none,2,life insurance,23,bank,own,1,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
784,200,20,existing paid,used car,6468,0,unemployed,1,none,4,real estate,60,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,div/sep
785,200,18,existing paid,business,1941,1500,4,4,none,2,life insurance,35,none,own,1,unskilled resident,1,Having telephone,Foreign,male,single
786,0,22,existing paid,radio/tv,2675,1000,10,3,none,4,car,40,none,own,1,skilled,1,No telephone,Foreign,male,single
787,0,48,critical/other existing credit,used car,2751,0,10,4,none,3,car,38,none,own,2,skilled,2,Having telephone,Foreign,male,single
788,200,48,delayed previously,education,6224,100,10,4,none,4,no known property,50,none,for free,1,skilled,1,No telephone,Foreign,male,single
789,0,40,critical/other existing credit,education,5998,100,4,4,none,3,no known property,27,bank,own,1,skilled,1,Having telephone,Foreign,male,single
790,200,21,existing paid,business,1188,100,10,2,none,4,life insurance,39,none,own,1,skilled,2,No telephone,Foreign,female,div/dep/mar
791,0,24,existing paid,used car,6313,0,10,3,none,4,car,41,none,own,1,high qualif/self emp/mgmt,2,Having telephone,Foreign,male,single
792,0,6,critical/other existing credit,furniture/equipment,1221,0,4,1,none,2,life insurance,27,none,own,2,skilled,1,No telephone,Foreign,male,mar/wid
793,1000,24,existing paid,furniture/equipment,2892,100,10,3,none,4,no known property,51,none,for free,1,skilled,1,No telephone,Foreign,male,div/sep
794,0,24,existing paid,furniture/equipment,3062,1000,10,4,none,3,no known property,32,none,rent,1,skilled,1,Having telephone,Foreign,male,single
795,0,9,existing paid,furniture/equipment,2301,500,0,2,none,4,life insurance,22,none,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
796,0,18,existing paid,used car,7511,0,10,1,none,4,life insurance,51,none,for free,1,skilled,2,Having telephone,Foreign,male,single
797,0,12,critical/other existing credit,furniture/equipment,1258,100,0,2,none,4,life insurance,22,none,rent,2,unskilled resident,1,No telephone,Foreign,female,div/dep/mar
798,0,24,delayed previously,new car,717,0,10,4,none,4,car,54,none,own,2,skilled,1,Having telephone,Foreign,male,mar/wid
799,200,9,existing paid,new car,1549,0,0,4,none,2,real estate,35,none,own,1,unemp/unskilled non res,1,No telephone,Foreign,male,single
800,0,24,critical/other existing credit,education,1597,100,10,4,none,4,no known property,54,none,for free,2,skilled,2,No telephone,Foreign,male,single
801,200,18,critical/other existing credit,radio/tv,1795,100,10,3,guarantor,4,real estate,48,bank,rent,2,unskilled resident,1,Having telephone,Foreign,female,div/dep/mar
802,0,20,critical/other existing credit,furniture/equipment,4272,100,10,1,none,4,life insurance,24,none,own,2,skilled,1,No telephone,Foreign,female,div/dep/mar
803,0,12,critical/other existing credit,radio/tv,976,0,10,4,none,4,car,35,none,own,2,skilled,1,No telephone,Foreign,male,single
804,200,12,existing paid,new car,7472,0,unemployed,1,none,2,real estate,24,none,rent,1,unemp/unskilled non res,1,No telephone,Foreign,female,div/dep/mar
805,0,36,existing paid,new car,9271,100,7,2,none,1,car,24,none,own,1,skilled,1,Having telephone,Foreign,male,single
806,200,6,existing paid,radio/tv,590,100,0,3,none,3,real estate,26,none,own,1,unskilled resident,1,No telephone,Not foreign,male,mar/wid
807,0,12,critical/other existing credit,radio/tv,930,0,10,4,none,4,real estate,65,none,own,4,skilled,1,No telephone,Foreign,male,single
808,200,42,all paid,used car,9283,100,unemployed,1,none,2,no known property,55,bank,for free,1,high qualif/self emp/mgmt,1,Having telephone,Foreign,male,single
809,200,15,no credits/all paid,new car,1778,100,0,2,none,1,real estate,26,none,rent,2,unemp/unskilled non res,1,No telephone,Foreign,female,div/dep/mar
810,200,8,existing paid,business,907,100,0,3,none,2,real estate,26,none,own,1,skilled,1,Having telephone,Foreign,male,mar/wid
811,200,6,existing paid,radio/tv,484,100,7,3,guarantor,3,real estate,28,bank,own,1,unskilled resident,1,No telephone,Foreign,male,mar/wid
812,0,36,critical/other existing credit,used car,9629,100,7,4,none,4,car,24,none,own,2,skilled,1,Having telephone,Foreign,male,single
813,0,48,existing paid,domestic appliance,3051,100,4,3,none,4,car,54,none,own,1,skilled,1,No telephone,Foreign,male,single
814,0,48,existing paid,new car,3931,100,7,4,none,4,no known property,46,none,for free,1,skilled,2,No telephone,Foreign,male,single
815,200,36,delayed previously,new car,7432,100,4,2,none,2,life insurance,54,none,rent,1,skilled,1,No telephone,Foreign,female,div/dep/mar
816,0,6,existing paid,domestic appliance,1338,1000,4,1,none,4,real estate,62,none,own,1,skilled,1,No telephone,Foreign,male,div/sep
817,0,6,critical/other existing credit,radio/tv,1554,100,7,1,none,2,car,24,none,rent,2,skilled,1,Having telephone,Foreign,female,div/dep/mar
